d_alpha,h_c,r,w_t,l_t,w_o,dxIB,gamma,d_alpha_deg,hc_mm,w_o_mm,T,TR,m_Cu,m_mag,cos_phi,VM,Temp
0.475498339193766,0.652960169005705,88.38836672406,6.72267756783257,15.1381030708643,0.252080154592435,5.54983869087699,58.9722491318285,10.69875,17.3335073273862,2.94065720846907,107.431395625004,20.3542738242237,3.09686327912055,0.0,0.338881626475804,273.035024767222,190.758002431485
0.827431838359135,0.316876627393914,78.5281444570985,7.68368884644746,31.9286055934228,0.125429603236172,-0.288491444989173,46.4734204167584,18.617175,2.57951985929508,1.30131881887523,163.07385902075,23.5596942977685,6.62962670342566,0.333043999819867,0.336488575147149,597.286490075289,148.540979837235
0.62422694276557,0.430152223302034,82.0922925339272,8.36348645381162,19.9898788810233,0.198953070416525,3.70594388115973,37.8500134767503,14.045175,8.36991781602467,2.15689925920779,169.927801559936,28.1589003653658,2.78596980848668,0.464449555175232,0.481597810631798,329.469220003059,182.243620880372
0.692380999381276,0.588121333167677,76.0970561762808,5.29312398585673,27.0771991898022,0.325026966845017,-2.45538426386286,65.3511644958102,15.57855,8.6427624140189,3.2687109581036,166.232108537736,32.3014476951535,7.09053910937296,0.628584333760359,0.469956447373135,440.461089566645,161.432570979982
0.44835570509015,0.359244843804607,73.6654008339937,8.89171206182776,33.6035824753685,0.294789327251082,2.95566638267298,72.2470799836736,10.0881,8.87250392065255,2.87076380045486,45.7212750312862,13.7137699454853,4.47446985566513,0.0869734725468381,0.109926084570221,97.1441679942071,151.689880197801
0.741621286299908,0.623066798608345,83.4179678142807,5.94629496655652,13.8381310197013,0.158946879033721,-3.2052955934144,44.7483514463896,16.68645,8.48618365438969,1.75082589594745,212.646929425464,42.214852063009,2.66252424466338,0.863102629878113,0.682564005060042,680.090409734588,203.084892767983
0.538854181084401,0.536343033486282,79.959415095992,6.00114695872209,25.7052635155828,0.235418704716314,7.80029357794377,50.8110282592081,12.124125,12.2964042333642,2.48655730528058,113.846753145165,13.3070466409005,6.39256221444641,0.205183994026045,0.277183174125805,180.644927067345,161.605879304204
0.665679481621084,0.49440684884496,85.8513906982141,7.08710408710517,21.7368129487234,0.371856368468432,1.96086483990599,63.3123176030256,14.9778,9.01826613486853,4.21446741072551,204.873271375413,59.0223556099145,4.76182791582147,0.635523929455271,0.594576768985758,491.316325733757,168.802027807335
0.504090613061205,0.451737825010762,79.2782226439728,5.15461371373104,12.7271364872433,0.270382875804985,2.27951631142811,48.976647926038,11.342025,10.9657925404736,2.8317029587311,86.533700371807,12.7347824453894,2.42846567073152,0.17281144314171,0.310622038971108,160.122738643572,215.094408047809
0.798894282292527,0.515950557177776,86.7873793087847,8.19365867802987,34.7032201737275,0.105941519426185,-3.9352528281796,56.4755066998355,17.975025,5.62651300671578,1.21364873226173,157.125946688519,36.4884990604941,8.92613123114388,0.792693722263351,0.457010976521384,869.118317952332,136.68005436448
